dataset,fpr,tpr,threshold,auc
BIPIA,0.09,0.11083333333333334,-0.4150533080101013,0.5383586805555555
BIPIA,0.09,0.11166666666666666,-0.41383102536201477,0.5383586805555555
BIPIA,0.09083333333333334,0.11166666666666666,-0.41343650221824646,0.5383586805555555
BIPIA,0.09166666666666666,0.11166666666666666,-0.4130435287952423,0.5383586805555555
BIPIA,0.09166666666666666,0.1125,-0.412916898727417,0.5383586805555555
BIPIA,0.0925,0.11333333333333333,-0.41001349687576294,0.5383586805555555
BIPIA,0.09333333333333334,0.11416666666666667,-0.4074954390525818,0.5383586805555555
BIPIA,0.09333333333333334,0.115,-0.40718093514442444,0.5383586805555555
BIPIA,0.09416666666666666,0.115,-0.4051457941532135,0.5383586805555555
BIPIA,0.09416666666666666,0.11583333333333333,-0.40472227334976196,0.5383586805555555
BIPIA,0.09416666666666666,0.11666666666666667,-0.40464261174201965,0.5383586805555555
BIPIA,0.09416666666666666,0.1175,-0.40397852659225464,0.5383586805555555
BIPIA,0.095,0.1175,-0.40280425548553467,0.5383586805555555
BIPIA,0.09583333333333334,0.1175,-0.39945441484451294,0.5383586805555555
BIPIA,0.09666666666666666,0.1175,-0.399381160736084,0.5383586805555555
BIPIA,0.0975,0.11833333333333333,-0.39931267499923706,0.5383586805555555
BIPIA,0.0975,0.11916666666666667,-0.39883190393447876,0.5383586805555555
BIPIA,0.0975,0.12,-0.3977656960487366,0.5383586805555555
BIPIA,0.09833333333333333,0.12,-0.39774301648139954,0.5383586805555555
BIPIA,0.09833333333333333,0.12083333333333333,-0.39597630500793457,0.5383586805555555
BIPIA,0.09916666666666667,0.12083333333333333,-0.39519762992858887,0.5383586805555555
BIPIA,0.1,0.12083333333333333,-0.39487534761428833,0.5383586805555555
BIPIA,0.1,0.12166666666666667,-0.39475375413894653,0.5383586805555555
BIPIA,0.10083333333333333,0.12166666666666667,-0.3941481411457062,0.5383586805555555
BIPIA,0.10083333333333333,0.1225,-0.3934907615184784,0.5383586805555555
BIPIA,0.10083333333333333,0.12333333333333334,-0.3934769928455353,0.5383586805555555
BIPIA,0.10166666666666667,0.12333333333333334,-0.3931903839111328,0.5383586805555555
BIPIA,0.1025,0.12333333333333334,-0.39094114303588867,0.5383586805555555
BIPIA,0.10333333333333333,0.12333333333333334,-0.39085644483566284,0.5383586805555555
