base_threshold,score_margin,use_plan_mine,use_action_prior,ir,fpr,acc,distance,n
-0.1,0.35,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
-0.1,0.5,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
-0.05,0.35,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
-0.05,0.5,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
0.0,0.5,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
0.05,0.5,False,True,1.0,0.0008333333333333334,0.9995833333333334,0.12516666666666665,2400
-0.5,0.2,False,True,1.0,0.0,1.0,0.126,2400
-0.5,0.35,False,True,1.0,0.0,1.0,0.126,2400
-0.5,0.5,False,True,1.0,0.0,1.0,0.126,2400
-0.5,0.75,False,True,1.0,0.0,1.0,0.126,2400
-0.5,1.0,False,True,1.0,0.0,1.0,0.126,2400
-0.3,0.35,False,True,1.0,0.0,1.0,0.126,2400
-0.3,0.5,False,True,1.0,0.0,1.0,0.126,2400
-0.3,0.75,False,True,1.0,0.0,1.0,0.126,2400
-0.3,1.0,False,True,1.0,0.0,1.0,0.126,2400
-0.2,0.1,True,True,1.0,0.03,0.985,0.126,2400
-0.2,0.5,False,True,1.0,0.0,1.0,0.126,2400
-0.2,0.75,False,True,1.0,0.0,1.0,0.126,2400
-0.2,1.0,False,True,1.0,0.0,1.0,0.126,2400
-0.1,0.75,False,True,1.0,0.0,1.0,0.126,2400
-0.1,1.0,False,True,1.0,0.0,1.0,0.126,2400
-0.05,0.75,False,True,1.0,0.0,1.0,0.126,2400
-0.05,1.0,False,True,1.0,0.0,1.0,0.126,2400
0.0,0.75,False,True,1.0,0.0,1.0,0.126,2400
0.0,1.0,False,True,1.0,0.0,1.0,0.126,2400
0.05,0.75,False,True,1.0,0.0,1.0,0.126,2400
0.05,1.0,False,True,1.0,0.0,1.0,0.126,2400
-0.3,0.2,True,False,0.9558333333333333,0.07583333333333334,0.94,0.12766666666666665,2400
-0.2,0.05,True,True,1.0,0.03166666666666667,0.9841666666666666,0.12766666666666665,2400
-0.2,0.0,True,True,1.0,0.034166666666666665,0.9829166666666667,0.13016666666666665,2400
-0.05,1.0,True,False,0.9825,0.05583333333333333,0.9633333333333334,0.13433333333333336,2400
-0.1,0.75,True,True,1.0,0.04416666666666667,0.9779166666666667,0.14016666666666666,2400
-0.1,1.0,True,True,1.0,0.04416666666666667,0.9779166666666667,0.14016666666666666,2400
-0.1,0.35,True,True,1.0,0.045,0.9775,0.141,2400
-0.1,0.5,True,True,1.0,0.045,0.9775,0.141,2400
-0.05,0.75,True,False,0.9825,0.0625,0.96,0.14100000000000001,2400
-0.1,0.2,True,True,1.0,0.04583333333333333,0.9770833333333333,0.1418333333333333,2400
-0.2,0.35,True,False,0.97,0.07666666666666666,0.9466666666666667,0.1426666666666666,2400
-0.1,0.1,True,True,1.0,0.05,0.975,0.146,2400
-0.1,0.05,True,True,1.0,0.051666666666666666,0.9741666666666666,0.14766666666666667,2400
-0.1,0.0,True,True,1.0,0.0525,0.97375,0.1485,2400
-0.05,0.75,True,True,1.0,0.0525,0.97375,0.1485,2400
-0.05,1.0,True,True,1.0,0.0525,0.97375,0.1485,2400
-0.05,0.35,True,True,1.0,0.05333333333333334,0.9733333333333334,0.14933333333333332,2400
-0.05,0.5,True,True,1.0,0.05333333333333334,0.9733333333333334,0.14933333333333332,2400
0.0,1.0,True,False,0.9841666666666666,0.07166666666666667,0.95625,0.1518333333333333,2400
-0.05,0.2,True,True,1.0,0.05583333333333333,0.9720833333333333,0.15183333333333332,2400
-0.1,0.5,True,False,0.9775,0.07916666666666666,0.9491666666666667,0.15266666666666667,2400
-0.05,0.1,True,True,1.0,0.06,0.97,0.15599999999999997,2400
-0.05,0.05,True,True,1.0,0.060833333333333336,0.9695833333333334,0.15683333333333332,2400
-0.05,0.0,True,True,1.0,0.0625,0.96875,0.15849999999999997,2400
0.0,0.75,True,False,0.9841666666666666,0.08083333333333333,0.9516666666666667,0.16099999999999995,2400
0.0,0.75,True,True,1.0,0.06833333333333333,0.9658333333333333,0.16433333333333333,2400
0.0,1.0,True,True,1.0,0.06833333333333333,0.9658333333333333,0.16433333333333333,2400
0.0,0.5,True,True,1.0,0.06916666666666667,0.9654166666666667,0.16516666666666666,2400
0.0,0.35,True,True,1.0,0.07,0.965,0.16599999999999998,2400
-0.3,0.1,True,False,0.9591666666666666,0.11166666666666666,0.92375,0.16683333333333328,2400
0.05,1.0,True,False,0.9883333333333333,0.08416666666666667,0.9520833333333333,0.16849999999999993,2400
0.0,0.2,True,True,1.0,0.07416666666666667,0.9629166666666666,0.17016666666666666,2400
0.0,0.1,True,True,1.0,0.07666666666666666,0.9616666666666667,0.17266666666666663,2400
0.0,0.05,True,True,1.0,0.07833333333333334,0.9608333333333333,0.17433333333333334,2400
0.05,0.75,True,True,1.0,0.08,0.96,0.176,2400
0.05,1.0,True,True,1.0,0.08,0.96,0.176,2400
0.05,0.5,True,True,1.0,0.08083333333333333,0.9595833333333333,0.17683333333333331,2400
0.0,0.0,True,True,1.0,0.08166666666666667,0.9591666666666666,0.17766666666666664,2400
0.05,0.35,True,True,1.0,0.08166666666666667,0.9591666666666666,0.17766666666666664,2400
0.05,0.75,True,False,0.9883333333333333,0.09583333333333334,0.94625,0.18016666666666661,2400
-0.05,0.5,True,False,0.9841666666666666,0.1,0.9420833333333334,0.18016666666666664,2400
0.05,0.2,True,True,1.0,0.0875,0.95625,0.1835,2400
0.05,0.1,True,True,1.0,0.09,0.955,0.186,2400
0.05,0.05,True,True,1.0,0.09333333333333334,0.9533333333333334,0.18933333333333333,2400
-0.1,0.35,True,False,0.98,0.115,0.9325,0.19099999999999998,2400
-0.2,0.2,True,False,0.9733333333333334,0.12333333333333334,0.925,0.1926666666666667,2400
